,ID,Title,Description,Objectives,Solutions,Duration
57,n.1457623981142,[5628 4237 2518 5146 5172 3163  844 3167 1162],"[20185  9802  4330  9176  2159 16584 22356  4550 16149  4502 19827 18661
  5932 10434 17369  6107 10783 13509  9245  6561  4313  6570 19316 14328
 14670 10753 16555  5006  5166 14306 13322 19661 19733 13486  7677 18611
 11906  5235  9805  5931 16761  6198 21339 17255   323  2481   439 20334
 15469 15462 18486  4469 19726 19727 19580 11529  3464 20795  6470 11494
 15419 16012  4377 17373 11868  4484 11712 16073 16100  5928  4439 10248
 17452  4375 21010 21241  5532 16247 17143 17448 17951  7737 20998 22405
  4162 18748  6464 20362 19981 16118  9535 11918 21202 17431 13480 13603
 21750 20342 15854 16001 23075  4196  4524 21000 12367]","[3061 5029 7742 6454  831  872 6407 6448 3806 1431 6800 7207 3725  535
 2063  343 5124 7803  197  800 7110 4744  471 3349 6913  977 7692 7801
 7038]",,"5 days of Classroom Training + approved Green Belt improvement projectSuccessful completion of a GB project may require at least 20% time allocation from the GB candidate over 3-6 months and strong support from Line Manager, Process Owner and Business Leader. Please discuss the requirements with your Line Manager"
58,n.1457623273941,[5629 3045 4395  878 3163  844],"[ 1197 12938 17440  6798 17224  5191 20185  9802  4330  9176 16584  4550
 16149  4502 18661  5932 17369  6107 10783 13509  9245  6561  4313 14670
 10753 16555  5006 14306 13322 19661 19733 13486  7677 18611 11906  5235
  9805  3729  5931 16761  6198 21339  4150   323  2481   439 20334 15469
 15462 18486  4469 19726 19727 19580 11529  3464 20795  6470 11494 15419
  4377 17373 11868  4484 11712 16073  5928 18905  4439 10248 17452 21010
 21241  5532 16247 17143 17448 17951  7737  4162 18748  6464 20362 19981
 20743 11918 21202 17431 13603 21750 15854 16001 23075  4196  4524 21000
 12367]","[7741 3698 5393 5321  882  831 3806 1431 6800  535 3996 5496  343 7803
  197  800 7110 4744  471 7692 7801 7038]",,"3 days of Classroom Training + approved Blue Belt improvement projectSuccessful completion of a Lean and Kaizen improvement project may require at least 20% time allocation from the GB candidate over 3-6 months and strong support from Line Manager, Process Owner and Business Leader. Please discuss the requirements with your Line Manager"
59,n.1456407022748,[4714 4033],"[18328  8930 11460 21341 18559  8931 15485  6599 11297 18344 16122  8579
 10073 19661 19733 13486 22999  5235 16350 21551  8813 19518  4976 18352
  8716 21339  5280 23148 15481  8103  4069 15419 23078  6562  4943 22903
  4868  5532 17951  6933 21026 13552  7171 23038 16118  8673 15167 21202
 10006 21039 13603 21750 15854  4524 21000 12367]","[1655 5259 1676 3311 1075 1631 5284 6909  253  227 3148 4493 2693 3897
 6798  969 7333 7628 5767 7072 6740 3887 7291 5393 1431 6800 4942 1690
 2640 2022 5625 7168 4006 7053 4620 1789 5741 3707  343 1007 7640  197
  800 7110 7037 4744  471 3225 7672 3349 7692 7801 7038]",,Each eLearning lasts about 45 minutes plus a knowledge test.
60,n.1458836063605,[3120  843],[ 6932 14740 13350  4999 18510  6773  6453  6933 16712 21202 21039],[],"['n.1458836145519', 'n.1459498321642', 'n.1479485877721']",
61,n.1458913251196,[ 228 1636],"[15634 19318 21213 12204 20920  5372 16770  5695 14169  6937 11451 14693
  1588  3620  8839  6007  5493  4093  6763 15635 12188  6326 14256  3885
  6880 15203  6561  4321 16062 14167  6002  7181 12751  9993  8813 20334
 23148 21936 20795  4069 22889 15229 16266 15419 17373  4375 21010 21241
 16247 21249 10802 11457 20878  5994 20743  5682 23038 15167 11918 21202
 10006 21039 13497 16001  4196 21000 12367]","[3804 5051 4705 6203 1271 7120 6993 4578 5127  931 7651 3495  288 3072
  836 2399 5871  710 4017 4091  819 7039 7680  469 2985 7404 3175  109
 1591 1808 3380 1572 6127 4090 3094 4876  654 7035 5688 1810 2397 3912
  253 4942 4093 5444 5625 4151 1852 3725 5821 2101 7424 3185 7140  959
 6959 1385 3409  775 6504 7055 1007 3031 4776 3335 7714 5826 7110 4379
 4744 7725  471 2301 3225 3349 3817  977  198 3809 7692 7801 7038  593]",,1 hour
62,n.1459251249953,[3325 3206 1395],"[21134 11316 19731  8115  6997 16674 10888  4542 18619  1808 17596 23863
  9586 11770 13474 19729  4260  6006 20290 14669  6734 14099 13661 18661
 17211 18612 17127 16059  9552 17376  8716  7096 15437 15469 15462 18486
 11529  3464 20795  6470 11494 15229 15419  6775  7386 11943 20872 18905
  4439  4375  6516 20998 16712  6515 14103 11210  5994  8893 20743 19771
 16118 22231  5480 11918 21202 10006 21039 23861 15854 23858 23075  4196
  4524 21000 12367]","[3799 1168 2093 2400 4201 1966 6776 1176 4354 1455 2320 6032 1385 7410
 7803 4744  471 3225 3631 7061 3349  977 7801]",,4 modules of 15 minutes
63,n.1459411842520,[1147 5197],"[13017   408  9688 11919 21576 12037 21062 23698 23302 13672 21379 18500
 21684 14068  9703  2325 15756  4450 11993  3993  6499 12101  5423 24173
  9897 12207  5898  6937 19827 10803 16062  6244 12146 18175  6820 21066
 14619 21339  4150  5326  4819 15469 15462 18486 11529  6453  3464 20795
  6454  6470 11494 11942 15419 13904 21579 20610 21439 10802 20998  7837
  6464 20362 19981 12396 11918 10006 21039 13603 21750 15854  4196 12367]",[],"['n.1523447880432', 'n.1580466983525', 'n.1580729825129', 'n.1523517252752', 'n.1523447062071']",
64,n.1459498321642,[5794 5348 3307 1516 3167],"[16786 22204 19675 19917  9801  4312 17174 17986 13133  5486 21819 21016
 11894 11885 17215 10394  3961 21270 22840 21032 18622 13134 21124  8178
 17362 16787 10522 11547 11905 22236 19381 20059  5737  8232  7504 16597
 17436  9350  4992  3719  6611 14041 23863 18344  7416 17366 17211 10610
 17441  8616 19303 12061 14732 23148 19872 15481 22007 15229 16013 10549
  4095 21025 15168 23078  4439 21011  3610 22903 17217 20892  6186 11457
 14073 20998 13552 11112  5029 14132 23038 21994 14739 21208 12396 13490
 13729 11918 21202 10006 19443 21039 15854 23858 13497  4196 21828 21000
 12367]","[4932 4269 1855  693 3408 4170 7525 1468 6568  489 6245 7034 5099 6027
 6485  964 6768 1039 4702 2228  419  367 3438 7050 7460  857 5314 3294
 1933 6891 5748 5769 2120 1290 7365 3292 4554 4574 3705 3990 7474  397
 4638 5023 6825 3356 5739 5064 6680 1881 3989 3582  937 3912 5564 1690
 1635 5444  596  535  521 7653 7336 2916  843 6832 6504 7110 7037  471
 3225 7061 3349 3817 3809 7692 7801 7154 7038]",,"10 weeks, several hours a week"
65,n.1459854457051,[4320  611 5863 1170],"[20798  4226 19514 14693 20946 13808 16333  5235 19623 21339 15229 17373
 16965 17523 22405  4162 10006 15854  4196 21000]","[6202 7089 1953  479  676 4578 1690 5444 5951 7335 5188 2387  661 4744
  471 7692 7038]",,2 hours
66,n.1459854917726,[ 781 1486 2866 5863 1170],"[10123  4877  6823 19514 12204 14693 16333 11882  5235 21339 15419 17523
 22405  4162 15854  4196 21000]","[1065  542 1826 2795 2899 4018 1641 3557  676 7715 6037 1635 5951 5821
 4620 4892  471 3225 3809 7692 7038  593]",,1 hour
67,n.1459855195071,[4428  478 5630 1170 2879 3833],"[ 9254  3676 11758 20195 18580 12208 19514 17088 16333  5235  9805 21339
 15419 20012 22405  4162 15854 23075  4196]","[5571 1943  233 5728  229 3598 3828  640 3489 2480 5194 5528 2584 5842
 1248 3993 5237  228 3565 6658 3285 5811 2899  676 4620  471  977  198
 3809 7692 7038]",,1 hour
68,n.1459855598453,[2222 5390 1170],[ 7012 16333 15419 17373 14082  7513 17523  4162 15990  6931 11918 21000],"[ 894 3922  305 5729 6126 3841 3092 4289 2797 5070 1944 3883 1740 5689
  434  447 2794 6760 6352 5237  676 1808 7207 6008 5821 7520 7110 4744
  471 3225  198 3809 7692]",,2 hours
69,n.1459865476529,[ 175 5685 1419 1506  617],"[14109  9144  6560  4246  9374  6893  3719 21341 15485 16062  8813 21339
 14232  4069 16989 22990 15419 16012  4377 18805  4943 18489  6186 20998
  3782  5480 11918 21202 10006 21039 15854 16001  4196 21000 12367]","[5245 5978 4606 6754 6992 1488 6399 1639 5418 4760 3041 1915 6830 7737
 5071 3334 3533 2381 4125 6010 1435  844 3172 3653  419 7651 5871 4876
 4942 7207 1537 5821 7335 1914 7714 7110 7037 4744  471 3225  198 7692
 7801 7038  593]",,Approximately 30-45 minutes
70,n.1459939349042,[2821 1988],"[ 6550 20309 11879 20412  6494  6841 11709 11706 21311  9200  6477  5990
  8951 21053  7001  5697  9203 12064  7562  3908 17986  4260 11906 12061
  7004  4814 20894 11121  4069 15419  4439  4943  8869 21011 19412 13010
  5532 20206 17365  3718  4162  5682  5029 11123 16118 15167 22985 13631
 11918 21202 23861 12236 15854 23858 19905 16001  4196 21000 12367]",[],"['n.1480939226179', 'n.1460033206023', 'n.1480938993052', 'n.1491207551728', 'n.1481539144578', 'n.1557218998681', 'n.1557219374845']",
71,n.1459940043096,[3197 2731  915 5630],"[10600 14087  5676 20414 19020  4875 11709 14693 14092 10611 12061 10643
  8716 11457 15990 11918 21202 21039  4196 21828]","[2874  933 7730 1005 2325 7670 3011 4014 3268 1006 6095 6397 3814 4352
 1430 2899 3438 6800 6037 5951 4061 4021 4620  615 3018 3723  343 7110
 4744  471 3225 3349 3817 7038]",,30 minutes
72,n.1460030976648,[ 887 5685  878],"[12292  9844  5252  5191 19316 16333 13171 16308 22999  7690  5235 19521
 17376  8813 21339  7899  5326 20795  4069  6600  4375 21241 20012  7837
  4162  6464 10608 12396 11918 21202 21039 14694  4196 21000 12367]","[3760 2902 3842 3733 3378 5452 6357 6924  776  897 4960  899 7118 2852
 6397 6202  882 1690 2022 3815 5444 3185 7140 5103 3707  197  800 4744
  471 7061 7038]",,15 minutes
73,n.1460031811706,[ 887 5685 2518],"[12292  5252 10783 19316 19733 17088 16333 13171 16308 22999  7690  5235
 19521  8813 21339  7899  5326 20795  4069  6600  4375 21241 20012  7837
  4162  6464 10608 12396 11918 21202 21039 14694  4196 21000 12367]","[3760 2902 3842 3733 3378 5452 6357 6924  776  897 4960  899 7118 2852
 6397 6202 3061 1690 2022 3815 5444 3185 7140 5103 3707  197  800 4744
  471 7061 7038]",,20 minutes
74,n.1460033206023,[ 708 2821 3833],"[22208  7728 10600 14087  5676 20414 19020  4875 11709 12064  5708 14092
 12061 10643 15419 21011 10165 11457 15990 10608 11918 21202 14694 13497
  4196 21828  4524 21000]","[7731 2903 5454 1546 2522 1024 5060 7040 5539 3269 4122 2866 4629 3439
 7683 4264 2446 3440 1733 5706 1695 6297 2059 3145 4625 2874  933 1005
 2325 3011 4014 3268 1006 6095 4352 6399 3172 3438 3582  969 6800 6037
 5951 4061 4021 4620 7335 2916 3018 3723 3330 2856 7714 7110 7446  661
 4744  471 3225 3349  977 7692 7801 7038  593]",,Up to 75 minutes of learning which you can take at your own pace
75,n.1460733757607,[4265 2768 2202 5822 5630 5539],"[23001 16074 13814 14193 17520 21801  8735 20332  4477 11419  4509 20995
 21454 11191  9598  9685 18330  6481  4310 17334 19194 15173 17138 21055
 15171 10690  9379 16048  3606 16085  6583  7055 11709 18328 22018 10808
 16731 11988  7596 14348  7899  5280  4069 17373  4095 20872  7892 22935
  4439  4943  3610 21010  5532 16247 19576  8472 20892 11457 20998 11210
 17523  4162 20362  5682  5029 22983  6931 11904 12396  5036 13490 13729
 11918 21202 21039 23861 15854 23858  4196 21000 12367]",[],,1 hour
76,n.1460473341292,[4596 5685 3325 1636],"[17287  6725 19888  8895  7728  7690 13689 18496  7181  6453  6454  5764
 21010 17951  6933  6515 14103 19771 16118 11918 21202 10006 21039 15854
 13497  4196 21000 12367]",[],"['n.1473450760841', 'n.1473450806338', 'n.1473450699652', 'n.1473451563392']",
77,n.1460639278578,[3409 6155 5524 2872 1395],"[ 7600 20434  4325 20749  9195 12157 22807  4172 13811 14384 20796  7602
  6715  9364  4454 20242  9798 21832 22818 14383  6671  9557 22221  6780
 21459 11893 20758 18271 23147 16716 18298 14881 19178 15999 18880  4244
  4599  9685 15171 12292 22840  9337 14328  8617  6584 11296  7678 16087
 22999 10610 16962 19440 21809 21076 19774 19872 11121  4069 22007 22889
 16266 11747  3902 17373 10887  6818 10549  4095  3775 22935 16965 18905
  4439 22991  4375 13010 18715 16247 10165 20998  7837  6510 21822  6515
  4162 15990  4571  5682 22975 23204  6931 12396 11918 21202 20295 10006
 21039 23861 15854 23858 16248 16001 23075  4196 21828 21000 12367]","[7338 2430 4200 6925  449 5732 7800 5636 4104 1386 3474 3607 1240 6397
 1430 3653 2584 1966 1690 1441 6168 3015 3409  444  343 7055  197  800
 7110 7037 4744  471 3631 7061 3349 7801 7038]",,1 Hour
78,n.1461057809964,[1786  398 2778],"[ 7418  7818 19517  3184  7151  7816  9114 12049  7950 10145 11934 20752
 10238 17287  9200 17215  6006 14099 13661 11451 17211  4321 16731 18577
 19623  8810 20478 22889 15229 16958  7892 18905  3610  8472  7737 17523
 11918 21202 21039 23861 15854 23858 16001 23075  4196 21828 21000 12367]",[],,About 15 minutes
79,n.1461077003945,[1186 2527 1636 4461 3323],"[13371  5825 11717  6886  8147  6176  6236 14151 17507 10716  5841  7676
  3608  6780 17138 12292 10123  9801 13133 10394 19316  6565  5038 16333
 11873 21234 18907 11290 18660 19184 17376  6002 10643 18496  6801  3902
 17373 18805  4095  4604  6896  4943 17452  4375 21010 19509 13010 14096
 17448 11457 21822  4162 15990 13552 10547 11112 22975 23038  5480 22983
  6931 12396 13729 11918 21202 21039 13556 15854 23858  4196 21828  4524
 21000 12367]",[],,1 hour
80,n.1461089337273,[5908 1684],"[  641 14524 20278 18930 11081 12014  5096 22427 10612 14396 21327  7531
 10121 23742  9369 10809 20995 22840 16597  6997 14732 11328 21936  6453
 16989 15229  7386 12248  6940  4173  4375 10769 20206 17074 20998 17523
  4970 11112 23204  5480 12396 21116 11918 21202 21039 15854 13497 23075
  4196 21000 12367 12154]",[],"['n.1461239192503', 'n.1461239343104']",
81,n.1461238885153,[3141 1410],"[18280  1121  3069  2017  5047  2202 13762 13787 17379  7545 13375 19437
 10143  6068  8904 20448  8142  3624 21325 20474 11792  7488 11789 10027
 19399 18345 19019 13414  6552  6436  3886  7828  9321 18674  6645 10048
  6571 13417  6548 14170  6523 18459  6922 20749  4875 19917 13133 19731
 14693 18661 16555 16577 21580 16333  7708 11215  9993  8813 12021  3732
 21339  4150  7096 15437 21076 11539 17255 20334 15469 15462 18486  4469
 11529 23148 13667 14232  3464 20795 12436  6470  4069 11494 22889 11942
 16266 15419 16012 11868 18805  4640  4375 16247 19576  6413  7737  6186
 10165 11457 20998 17523  4162 15990  7171  5682 22975 14739 22985 12396
 13490 11918 21202 10006 21039 23861 15854 23858 13497 23075  4196 21000
 12367]","[6443 1490 1419 1430 1690 2640 2101 1914  343 2190  197  800 7714 7110
  471 3225 7672 7061 3349 7692 7801]",,30 minutes.
82,n.1461239192503,[2064 5908 1684],"[10777  6999 22428 17290 19237 22424  4965 10048 22840 13134  4992  6997
  9111 22999 20212  8937  8616 17286 14732  4069 22007  7386  6507  4943
  3610 11457  7837 21822  4571  8893 22975  4572 15167  6931 12396 13490
 13729 11918 21202 21039 23861 15854 23858 23075  4196 21000 12367]","[2225 2036 6664 5976 1190 3055 7297 3261 3300 7407 3406  845 2098 3636
 7529 7040 6397 1430 5314 1690 2022 1852 2101  843 7673  343 2856 7410
  197  800 7110 4744  471 7672 7061 7801 7038]",,2 Hours
83,n.1461239461578,[1181 4016  862 1684  606],"[17295  5745 16151 18456 11411  5096 19917 22840 18612  4321  6002  6941
 23148 22007  7386 16073 17452 17217 20998 20878 23160  5994  6931 11918
 21202 10006 21039  4196 21000]","[7574 5467 3365 4271 5511 6823 2183 3566  860 4182 6397 1430 7039 3897
 1690 2022 1852 3018 6953  343  197  800 7110  471 7061 3349 7801 7038]",,2 Hours
84,n.1461664139757,[5643  550 2230 2246 2778 2222 1170 5891],"[ 5748 19595 20218 11947 13171  9919  9993 21339  6939  4375 21249 11918
  4839 21039 13603 21750 21000]",[],,12 minutes
85,n.1461753011587,[2086 2222 5630 2879 2274 3833],"[ 6810 20950  9109  9341 17414  4875 20412 20195 17519 16333  9805 19440
 15450 21339  4150 15419 17217 11457 20998  4162 15990 21202 10006 14694
 15854  4196]",[],"['n.1461664139757', 'n.1461754619819', 'n.1490358892045', 'n.1487925217153']",
86,n.1461753623189,[ 478 2349],"[20219  6732  3676 13661  9805 21339 15419 12248  6940 15990 21202 13603
 21750  4524 21000]",[],,60 minutes
87,n.1461754619819,[1959  455 4454],"[13398 10403 13510 17515  3606  4260  6937 18510  6561 18675 16062  9805
  7181  9993 17409 15419  4377 11868 10505 20958 19509  7515 14096 21026
 11457 14073  5682  5480 12396 21116 13490 21202 23861 13603 21750 14694
 23858  4196  4524 21000]",[],,From 60 to 90 mins depending on your skills.You can leave the game at any time and complete it later.
88,n.1462189504783,[ 616 5685],[],[],"['n.1462189561047', 'n.1462189749997', 'n.1462189784983']",
89,n.1462189561047,[5576 5594  780  616 5685  606],"[18682  8720 14314 21113   318 12203   305  9555  7016 11069 20124   252
 23536  6957  9785 15621 19818  4948  4847 22611 18699  8671  7898  7402
 20046 15051 16608 18171 17085 18170  4243  4242 19579 20950 10394 17170
 16882   266 21319 16594  9253 20334   226 14202 15419  6775 12386  7565
 10505 22008 11457  4162 15854  4196  4524]",[],,2 hours
90,n.1462189749997,[ 686 5168 5753 5359  777 2742  616 5685  606],"[ 8011 19975  3590 18222  4947 22314 19400 12391 19655 13781 16865 14453
 14045 19401 14859 14855 19708 20222  4865  1155 18682 14314 21113 17085
  4243  4242 19579  4875  9703 12101  5898 16594  5326 20334   226  4819
 14202  9847  6775 21579 18748  6464 20362 19981 16001  4196]",[],,2 hours
91,n.1462189784983,[4680 1792  877  962 2743 5753 5359  777  616 5685  606],"[18172 18178 18425  5658  8722 21426  7889 19606 16821  9689 20367  5184
 18682   252  4242 19579 10121 14693  5453 16333 16594  3729 20334   226
 14202  6775 15216 21579 20610  4196]",[],,2 hours
92,n.1462192036045,[1777 1858 1470 2778 5822],"[ 9795 20545  6259  6587 14387  7179  6771  8110  6618  5907 21660 12100
 19612  8305 15813 15473  7643 10153  8738 17403 20805 16730  6488 14127
 19337  4612 22013  8981 18649 11844  7650  3809  7733 19950  8108  4875
  4877 17986 16972 14092  6619 17144 13400  4085 23148 13667  3647  7386
  4368  4307  4095 11943  4439  8845  3610 21010  5532  6413 19893 11457
 20998  4162 15990 21941 10547 16042 23038  6931 12396 13490 11918 21202
 20295 21039 12236 15854 23858 16248 23075  4196 21000 12367]",[],,6 hours
93,n.1462213981222,[ 181 3032 3964   93 2326 1817 4549 4714],"[16580 14866 14675 10124 20867 10036 13541 11453 21581 12202  4324 20007
  4223 16304  7083 17635   815 20482 11707   416 12818 16601 17634  7927
 19692  8625 16010 20191 11999  9554 18437 17111 18396  9090  7552 17308
  9037 20045 23744  5662  9338  7537 15868  4222 18332  9109 14396 10238
 14881 17138  7012 19917  4312 10394 16674  8839 18328 15485 18344  8579
 17440  6561  6570 16555  5006  5447 17519  5175  3773  7690 21234  5235
  6619 18609  7478  8616 16132 10223 21551  7184 14732 12421 15507 10696
  8813  5931 12405  6198 21339  4150  5326   667 20334 15469 15462 18486
 19727 19580 11529 13667 17325 11121  3464 20795  6470  4069 11494 15229
 16266 15419 16012 17373  9568 11868 14516 21025  4640  5928  4439  6896
  6566  6562  4943  4375 13137 21010  9836 12407 22903 21241 12718 17951
  6933 21026 10165 20998 14391  4162 23160 15990 13552 15242  7171  5682
 23038 19771 16118 15167 12396 21116 11918 21202 10006 21039 23861 13603
 21750 20342 15854 23858 13497 16001 23075  4196 21828  4524 21000 12367]","[ 534 1210 5486 1987 5596 1695 3842 5739 7741 1431 6800 5496  343 6581
 7803  197  800 7188 7110 7037 4744 3349 3817 7692 7801 7038]",,Approximately 2.5 days. Actual duration depends on courses selected. Purple Essentials courses average 1 to 3 hours in duration. Purple Intermediate courses are typically 1 day in duration.
